@relation InstanceResultListener

@attribute Key_Dataset {'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2'}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.meta.CostSensitiveClassifier,weka.classifiers.meta.Bagging}
@attribute Key_Scheme_options {'-cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1','-P 100 -S 1 -num-slots 8 -I 10 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1','-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1','-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1','-P 100 -S 1 -num-slots 8 -I 55 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {-110658209263002404,-115879962237199703}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1545,6422,714,553,161,0,77.45098,22.54902,0,0.547614,0.229748,0.414523,45.952345,82.907554,713.964425,48668.355504,-47954.391079,0.99995,68.162963,-67.163013,388.12343,0.54359,54.361732,0.955556,344,0.409605,145,0.590395,209,0.044444,16,0.703476,0.955556,0.810365,0.587572,0.897018,0.852565,0.77451,0.228559,0.771441,0.22549,0.815236,0.77451,0.766521,0.587572,0.897018,0.871767,0.76615,0.77451,4.626,1.258,0.00112,1.257016,1.12,1257.016,245614775,959964,109472,90.616246,65.12605,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1545,6422,714,557,157,0,78.011204,21.988796,0,0.558916,0.231092,0.417792,46.221269,83.561282,713.964425,56162.18342,-55448.218995,0.99995,78.65852,-77.65857,387.408932,0.54259,54.261658,0.952778,343,0.39548,140,0.60452,214,0.047222,17,0.710145,0.952778,0.81376,0.595608,0.883996,0.836689,0.780112,0.222814,0.777186,0.219888,0.817367,0.780112,0.773037,0.595608,0.883996,0.85539,0.772692,0.780112,4.675,1.346,0.001086,1.340067,1.086,1340.067,244339455,959964,109472,90.47619,65.896359,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1545,6423,713,568,145,0,79.663394,20.336606,0,0.592261,0.216381,0.401911,43.278517,80.384229,712.974754,44356.504808,-43643.530054,0.999965,62.211087,-61.211122,407.857035,0.57203,57.204976,0.969359,348,0.378531,134,0.621469,220,0.030641,11,0.721992,0.969359,0.827586,0.63122,0.903148,0.859859,0.796634,0.205806,0.794194,0.203366,0.836379,0.796634,0.790126,0.63122,0.903148,0.880403,0.789861,0.796634,4.67,1.225,0.001129,1.220333,1.129,1220.333,245649147,960113,109323,92.00561,65.638149,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1546,6423,713,556,157,0,77.980365,22.019635,0,0.558465,0.232651,0.419879,46.532541,83.977881,712.974754,51887.541453,-51174.566699,0.999965,72.77355,-71.773586,384.203853,0.538855,53.887441,0.961003,345,0.403955,143,0.596045,211,0.038997,14,0.706967,0.961003,0.81464,0.599294,0.892191,0.845005,0.779804,0.222756,0.777244,0.220196,0.821563,0.779804,0.772042,0.599294,0.892191,0.865824,0.771741,0.779804,12.375,6.886,0.001151,6.548581,1.151,6548.581,246155899,960113,109323,90.88359,65.778401,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1546,6423,713,582,131,0,81.626928,18.373072,0,0.631876,0.201178,0.385854,40.237688,77.172622,712.974754,46468.676187,-45755.701433,0.999965,65.173459,-64.173494,431.002166,0.604491,60.451252,0.941504,338,0.310734,110,0.689266,244,0.058496,21,0.754464,0.941504,0.83767,0.652616,0.89884,0.858273,0.816269,0.1855,0.8145,0.183731,0.837026,0.816269,0.813192,0.652616,0.89884,0.873252,0.813019,0.816269,12.218,1.417,0.006333,1.400674,6.333,1400.674,245740506,960113,109323,90.743338,63.955119,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',10,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 25 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1546,6423,713,562,151,0,78.821879,21.178121,0,0.575456,0.226031,0.411948,45.20849,82.39158,712.974754,54003.478829,-53290.504074,0.999965,75.741205,-74.74124,393.841208,0.552372,55.239152,0.949861,341,0.375706,133,0.624294,221,0.050139,18,0.719409,0.949861,0.818727,0.60812,0.886219,0.838028,0.788219,0.214064,0.785936,0.211781,0.821328,0.788219,0.782302,0.60812,0.886219,0.859531,0.782045,0.788219,4.699,1.164,0.001125,1.159979,1.125,1159.979,245374517,960113,109323,91.164095,65.42777,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1546,6422,714,554,160,0,77.591036,22.408964,0,0.550498,0.230987,0.421267,46.200259,84.256304,713.964425,52973.159681,-52259.195256,0.99995,74.1921,-73.19215,386.843923,0.541798,54.182521,0.947222,341,0.398305,141,0.601695,213,0.052778,19,0.707469,0.947222,0.809976,0.585993,0.877068,0.8308,0.77591,0.226993,0.773007,0.22409,0.811901,0.77591,0.768818,0.585993,0.877068,0.849671,0.768469,0.77591,7.708,2.156,0.001629,2.153231,1.629,2153.231,391829741,959964,109472,90.336134,65.266106,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1547,6422,714,583,131,0,81.652661,18.347339,0,0.632118,0.203746,0.381841,40.751752,76.370876,713.964425,38974.927128,-38260.962704,0.99995,54.586733,-53.586782,428.642645,0.60034,60.036975,0.963889,347,0.333333,118,0.666667,236,0.036111,13,0.746237,0.963889,0.841212,0.661531,0.909852,0.86879,0.816527,0.185971,0.814029,0.183473,0.846167,0.816527,0.812228,0.661531,0.909852,0.891206,0.811983,0.816527,7.156,2.412,0.001599,2.402965,1.599,2402.965,392837735,959964,109472,92.156863,65.966387,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1547,6422,714,559,155,0,78.291317,21.708683,0,0.564596,0.228256,0.416454,45.654008,83.293692,713.964425,45477.523615,-44763.559191,0.99995,63.694011,-62.69406,391.271838,0.548,54.802708,0.947222,341,0.384181,136,0.615819,218,0.052778,19,0.714885,0.947222,0.814815,0.597805,0.893593,0.85377,0.782913,0.219872,0.780128,0.217087,0.816497,0.782913,0.776598,0.597805,0.893593,0.869468,0.776274,0.782913,7.119,2.474,0.001614,2.449667,1.614,2449.667,392144939,959964,109472,90.47619,64.77591,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1547,6422,714,567,147,0,79.411765,20.588235,0,0.587147,0.209839,0.391152,41.970313,78.233086,713.964425,42190.585763,-41476.621338,0.99995,59.090456,-58.090506,417.425464,0.58463,58.465863,0.947222,341,0.361582,128,0.638418,226,0.052778,19,0.727079,0.947222,0.822678,0.616757,0.90532,0.86449,0.794118,0.208477,0.791523,0.205882,0.823943,0.794118,0.788921,0.616757,0.90532,0.883553,0.788634,0.794118,7.213,2.138,0.001527,2.128331,1.527,2128.331,392653690,959964,109472,92.997199,65.616246,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1547,6422,714,557,157,0,78.011204,21.988796,0,0.559318,0.228256,0.417357,45.653172,83.472548,713.985636,51894.613488,-51180.627852,0.99998,72.681531,-71.681552,391.42408,0.548213,54.822403,0.961003,345,0.402817,143,0.597183,212,0.038997,14,0.706967,0.961003,0.81464,0.600034,0.889851,0.842844,0.780112,0.221926,0.778074,0.219888,0.821863,0.780112,0.772446,0.600034,0.889851,0.862866,0.772208,0.780112,7.18,2.284,0.001635,2.282312,1.635,2282.312,391170485,959964,109472,89.915966,64.845938,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1548,6422,714,564,150,0,78.991597,21.008403,0,0.578986,0.215091,0.403325,43.020008,80.666035,713.985636,52929.362499,-52215.376864,0.99998,74.13076,-73.13078,410.735788,0.57526,57.527178,0.966574,347,0.388732,138,0.611268,217,0.033426,12,0.715464,0.966574,0.822275,0.618987,0.896704,0.843934,0.789916,0.212075,0.787925,0.210084,0.830881,0.789916,0.782934,0.618987,0.896704,0.872521,0.782713,0.789916,7.2,2.136,0.001624,2.134108,1.624,2134.108,394523773,959964,109472,89.77591,63.935574,?,-1
'R_data_frame-weka.filters.supervised.instance.SMOTE-C0-K5-P450.0-S1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R2,4,9,11,13,14-decimals0-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R10-decimals1-weka.filters.unsupervised.attribute.NumericCleaner-min-1.7976931348623157E308-min-default-1.7976931348623157E308-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-R12-decimals2',1,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 8 -I 40 -W weka.classifiers.meta.CostSensitiveClassifier -- -cost-matrix \"[0.0 2.0; 1.0 0.0]\" -M -S 1 -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 8 -K 0 -M 1.0 -V 0.001 -S 1',-115879962237199703,20221102.1548,6423,713,564,149,0,79.102384,20.897616,0,0.580914,0.222756,0.406281,44.553478,81.25813,712.974754,55059.837986,-54346.863232,0.999965,77.222774,-76.22281,399.172171,0.559849,55.986859,0.980501,352,0.40113,142,0.59887,212,0.019499,7,0.712551,0.980501,0.825322,0.627943,0.89607,0.84138,0.791024,0.211652,0.788348,0.208976,0.839398,0.791024,0.782943,0.627943,0.89607,0.871115,0.782644,0.791024,7.235,2.042,0.001645,2.034575,1.645,2034.575,392466457,960113,109323,91.164095,65.638149,?,-1
